order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,morning_order,date_ordered
810921,162677,prior,33,5,09,7,yes,2025-01-08
2415138,78310,prior,4,6,17,7,no,2025-01-08
288192,25625,prior,22,5,11,11,no,2025-01-12
1992352,113222,prior,10,1,07,15,yes,2025-01-16
2285223,23037,test,19,4,21,14,no,2025-01-15
2417886,99149,prior,31,6,10,13,yes,2025-01-14
2791389,149955,prior,8,2,11,4,no,2025-01-05
1342439,191827,prior,2,0,10,23,yes,2025-01-24
1525341,37801,prior,25,0,12,5,no,2025-01-06
2566381,111662,prior,12,3,11,15,no,2025-01-16
1043943,206206,test,68,0,20,0,no,2025-01-01
683472,201992,prior,14,0,06,12,yes,2025-01-13
2974211,135918,train,6,2,10,27,yes,2025-01-28
2714346,155015,train,20,2,10,6,yes,2025-01-07
692853,177185,prior,2,6,19,10,no,2025-01-11
1906689,33842,prior,42,5,16,7,no,2025-01-08
3011413,145705,prior,9,5,18,5,no,2025-01-06
2586036,87003,prior,41,4,10,7,yes,2025-01-08
3031865,13969,prior,7,5,20,9,no,2025-01-10
2672577,192703,prior,9,4,11,9,no,2025-01-10
1777519,61497,prior,4,0,12,30,no,2025-01-31
813668,32138,prior,9,6,16,4,no,2025-01-05
2024495,88540,prior,2,1,16,30,no,2025-01-31
2338127,16409,prior,2,4,17,4,no,2025-01-05
656728,43,prior,3,4,11,7,no,2025-01-08
1832373,28200,prior,18,2,12,6,no,2025-01-07
2903465,63660,prior,2,3,17,18,no,2025-01-19
326392,159725,prior,6,0,11,0,no,2025-01-01
620552,47497,prior,13,2,23,2,no,2025-01-03
2980210,44381,prior,15,3,16,30,no,2025-01-31
608966,47076,prior,70,6,15,4,no,2025-01-05
1364481,136104,prior,93,2,09,4,yes,2025-01-05
2494815,94648,prior,11,5,07,14,yes,2025-01-15
1766592,151608,prior,39,0,06,15,yes,2025-01-16
1062392,32214,prior,6,2,11,28,no,2025-01-29
2836537,190857,prior,5,4,14,9,no,2025-01-10
188122,144580,prior,11,3,01,22,no,2025-01-23
1614290,173707,prior,7,6,16,0,no,2025-01-01
747192,59884,prior,11,5,13,7,no,2025-01-08
1799589,183862,prior,28,4,17,7,no,2025-01-08
2498868,92138,prior,7,0,16,8,no,2025-01-09
267939,147943,prior,6,3,17,13,no,2025-01-14
496327,126575,prior,40,5,11,4,no,2025-01-05
793878,203389,prior,7,4,10,5,yes,2025-01-06
1073839,120349,test,19,4,16,8,no,2025-01-09
2250067,76999,prior,27,5,17,2,no,2025-01-03
2818684,160646,prior,8,1,12,7,no,2025-01-08
2556356,1574,prior,3,5,12,7,no,2025-01-08
3179504,28965,prior,9,4,18,30,no,2025-01-31
1649147,137252,prior,7,0,09,7,yes,2025-01-08
3113932,44176,prior,3,3,15,5,no,2025-01-06
2812719,152929,prior,46,4,23,2,no,2025-01-03
3257283,11431,prior,32,5,10,4,yes,2025-01-05
3042581,81206,prior,10,5,11,10,no,2025-01-11
1270689,78418,prior,2,4,15,30,no,2025-01-31
1138733,77991,prior,2,5,06,5,yes,2025-01-06
2769496,194311,prior,10,4,13,4,no,2025-01-05
2023431,79524,prior,5,3,16,6,no,2025-01-07
1699988,198240,prior,7,6,20,6,no,2025-01-07
730123,144379,prior,22,0,14,7,no,2025-01-08
2571722,171661,prior,65,3,12,2,no,2025-01-03
1682146,94092,prior,15,1,14,7,no,2025-01-08
309398,188933,prior,29,1,12,30,no,2025-01-31
3419322,70714,prior,30,5,09,7,yes,2025-01-08
1416607,87783,prior,5,5,07,1,yes,2025-01-02
3200416,94588,prior,11,1,13,2,no,2025-01-03
2007089,153433,prior,15,0,09,7,yes,2025-01-08
1240490,13185,prior,10,6,14,13,no,2025-01-14
3377485,161245,train,7,1,15,27,no,2025-01-28
1877459,8335,train,10,3,14,7,no,2025-01-08
3088787,14211,prior,6,2,14,7,no,2025-01-08
200353,73241,prior,2,1,14,22,no,2025-01-23
3294188,193296,prior,7,0,16,16,no,2025-01-17
459612,85816,prior,3,6,10,7,yes,2025-01-08
764638,134806,prior,3,2,19,16,no,2025-01-17
3255501,134538,prior,7,1,13,7,no,2025-01-08
797006,11933,prior,7,3,17,30,no,2025-01-31
3293637,44580,prior,58,1,11,4,no,2025-01-05
2454317,159352,prior,74,5,14,3,no,2025-01-04
2473595,126596,prior,41,4,12,3,no,2025-01-04
510741,132524,prior,7,3,13,8,no,2025-01-09
1664424,165938,prior,42,4,11,3,no,2025-01-04
2908200,166974,prior,12,5,10,10,yes,2025-01-11
886230,30516,prior,2,4,19,30,no,2025-01-31
1148703,3375,prior,5,4,09,6,yes,2025-01-07
43425,94407,prior,2,5,21,5,no,2025-01-06
5880,36497,prior,7,6,14,4,no,2025-01-05
3007346,118512,train,5,0,11,30,no,2025-01-31
1265323,47325,prior,2,0,09,21,yes,2025-01-22
803712,180035,prior,39,0,14,5,no,2025-01-06
1550853,165753,prior,3,4,13,17,no,2025-01-18
2283499,108719,prior,34,4,11,6,no,2025-01-07
155057,84782,prior,4,5,11,2,no,2025-01-03
2714141,169859,test,5,1,14,30,no,2025-01-31
1965824,157380,prior,52,4,12,5,no,2025-01-06
477909,87996,prior,2,1,13,14,no,2025-01-15
3237013,72853,prior,14,5,06,8,yes,2025-01-09
1054716,156864,prior,4,2,15,7,no,2025-01-08
1997685,65325,prior,13,2,09,1,yes,2025-01-02
1861546,45151,train,9,4,18,11,no,2025-01-12
2839685,78985,prior,10,6,20,11,no,2025-01-12
1073051,1973,prior,9,4,15,11,no,2025-01-12
1187186,144993,prior,59,5,08,3,yes,2025-01-04
284867,23959,prior,6,1,11,8,no,2025-01-09
838830,111248,prior,24,3,08,7,yes,2025-01-08
1003311,100634,prior,9,6,08,10,yes,2025-01-11
1821971,145809,prior,2,1,15,12,no,2025-01-13
836212,130465,prior,63,2,13,5,no,2025-01-06
1894507,90253,train,9,6,08,30,yes,2025-01-31
1318597,6534,prior,3,6,19,7,no,2025-01-08
3213148,37887,prior,20,3,16,3,no,2025-01-04
627883,23024,prior,10,1,13,30,no,2025-01-31
292407,64843,prior,23,6,12,30,no,2025-01-31
703945,13127,prior,5,4,10,6,yes,2025-01-07
81963,160713,prior,20,0,18,11,no,2025-01-12
218186,78505,prior,6,0,14,19,no,2025-01-20
3145258,155862,prior,3,5,15,8,no,2025-01-09
1705116,65807,prior,65,2,10,4,yes,2025-01-05
2074066,19516,prior,22,6,13,13,no,2025-01-14
743269,201770,prior,4,0,12,15,no,2025-01-16
800778,42345,prior,31,5,13,12,no,2025-01-13
2671479,19626,prior,40,0,12,5,no,2025-01-06
3004064,37471,prior,4,0,08,15,yes,2025-01-16
1053740,155636,prior,7,1,10,2,yes,2025-01-03
81012,142,prior,20,6,14,19,no,2025-01-20
3110749,140135,prior,8,0,13,3,no,2025-01-04
2138547,138563,prior,45,1,17,1,no,2025-01-02
260480,132104,prior,8,3,12,18,no,2025-01-19
1529588,145157,train,8,6,17,7,no,2025-01-08
832727,151719,prior,15,3,18,9,no,2025-01-10
138091,125812,prior,5,2,18,21,no,2025-01-22
904643,101746,prior,10,1,09,7,yes,2025-01-08
1421486,14474,prior,37,0,20,7,no,2025-01-08
3374069,36744,prior,6,5,16,2,no,2025-01-03
171835,200541,test,15,3,15,21,no,2025-01-22
2250745,126307,prior,3,2,13,19,no,2025-01-20
3085054,133004,test,10,6,20,7,no,2025-01-08
3045985,191631,train,36,6,10,1,yes,2025-01-02
2472155,102266,prior,18,0,08,10,yes,2025-01-11
31201,79238,prior,2,4,11,1,no,2025-01-02
1532869,73162,prior,49,6,10,7,yes,2025-01-08
971915,110238,prior,51,5,17,2,no,2025-01-03
1021471,23980,prior,8,2,16,6,no,2025-01-07
1865042,173444,prior,10,2,00,19,no,2025-01-20
2346089,25481,prior,62,2,09,5,yes,2025-01-06
773979,32442,prior,26,1,23,5,no,2025-01-06
293916,113392,prior,28,6,14,4,no,2025-01-05
939017,30776,prior,11,6,09,13,yes,2025-01-14
6030,73989,prior,4,3,09,16,yes,2025-01-17
2186102,110831,prior,14,5,11,11,no,2025-01-12
839737,57996,prior,27,5,13,8,no,2025-01-09
2564247,32163,prior,7,0,06,24,yes,2025-01-25
1270301,68328,prior,8,0,16,4,no,2025-01-05
2692867,63554,prior,27,1,01,5,no,2025-01-06
1055552,171953,train,11,4,16,15,no,2025-01-16
2667153,73112,prior,9,3,20,3,no,2025-01-04
1813693,119678,prior,31,4,12,9,no,2025-01-10
3193396,6734,prior,39,6,13,16,no,2025-01-17
3009750,147647,test,26,0,14,12,no,2025-01-13
106650,56120,prior,5,1,17,4,no,2025-01-05
3105348,81241,prior,3,1,09,10,yes,2025-01-11
900503,23107,test,44,0,08,9,yes,2025-01-10
1575513,148219,prior,8,2,13,30,no,2025-01-31
2980430,99681,prior,6,6,09,4,yes,2025-01-05
1026067,68664,prior,4,5,12,30,no,2025-01-31
1387503,165857,prior,41,6,21,4,no,2025-01-05
366050,1584,prior,48,0,12,9,no,2025-01-10
1078326,73542,prior,81,2,10,5,yes,2025-01-06
1843129,146058,prior,3,1,17,14,no,2025-01-15
316724,102355,prior,5,5,13,8,no,2025-01-09
3250112,112682,prior,34,6,17,30,no,2025-01-31
2578661,133335,prior,14,0,14,7,no,2025-01-08
2330068,200215,prior,5,3,15,7,no,2025-01-08
175619,180332,prior,9,5,10,4,yes,2025-01-05
2981905,8105,prior,11,6,13,2,no,2025-01-03
3096736,148965,prior,6,5,13,10,no,2025-01-11
2705615,3052,prior,5,0,09,0,yes,2025-01-01
517921,108843,test,6,1,12,14,no,2025-01-15
1474901,121451,prior,4,5,18,13,no,2025-01-14
3320573,54811,prior,31,3,10,16,yes,2025-01-17
58242,151447,prior,3,2,11,22,no,2025-01-23
1865313,54074,prior,3,6,20,18,no,2025-01-19
1791433,134057,prior,2,6,16,3,no,2025-01-04
2766281,5988,prior,4,0,14,9,no,2025-01-10
2880294,200800,prior,28,5,23,0,no,2025-01-01
3137208,68882,prior,9,5,17,30,no,2025-01-31
2995793,100168,prior,2,4,18,19,no,2025-01-20
542770,36825,prior,5,3,10,16,yes,2025-01-17
2740264,27380,prior,25,6,09,7,yes,2025-01-08
3141935,116444,prior,7,5,14,2,no,2025-01-03
1162807,111346,test,11,0,14,30,no,2025-01-31
3055631,199949,prior,4,3,12,5,no,2025-01-06
3261636,54154,prior,5,3,14,21,no,2025-01-22
55826,192543,prior,4,6,14,13,no,2025-01-14
3010265,40056,prior,18,2,17,9,no,2025-01-10
2373097,8270,prior,25,6,11,1,no,2025-01-02
3224934,165820,prior,29,5,13,2,no,2025-01-03
1998093,24391,prior,39,3,17,0,no,2025-01-01
923271,20842,prior,21,1,09,1,yes,2025-01-02
1148600,38023,prior,4,3,14,9,no,2025-01-10
857699,47158,prior,7,3,12,8,no,2025-01-09
2010029,204876,prior,15,2,13,6,no,2025-01-07
2295921,107232,prior,32,2,11,1,no,2025-01-02
1516720,47855,prior,15,0,13,3,no,2025-01-04
3143457,133716,prior,18,2,12,4,no,2025-01-05
199347,5099,prior,10,6,12,18,no,2025-01-19
2162603,156503,prior,16,0,18,9,no,2025-01-10
1632862,50581,prior,6,1,14,8,no,2025-01-09
1837346,14252,prior,12,1,19,30,no,2025-01-31
2577286,90516,prior,16,4,14,6,no,2025-01-07
1391933,168892,test,6,1,07,30,yes,2025-01-31
2226820,132412,train,4,0,19,26,no,2025-01-27
1984057,59089,prior,8,5,14,0,no,2025-01-01
2591193,2937,prior,23,3,08,3,yes,2025-01-04
1946421,97043,prior,9,2,14,12,no,2025-01-13
429145,93077,prior,2,6,15,6,no,2025-01-07
966503,143352,prior,85,0,08,3,yes,2025-01-04
1353244,128218,test,46,0,14,8,no,2025-01-09
3223819,68595,prior,9,2,15,0,no,2025-01-01
1915934,175956,prior,4,3,13,14,no,2025-01-15
3271464,61604,prior,2,1,09,14,yes,2025-01-15
1580922,35857,prior,18,1,13,8,no,2025-01-09
3397386,46404,prior,8,3,19,9,no,2025-01-10
3264349,87525,prior,3,4,15,12,no,2025-01-13
1065570,45276,prior,59,3,09,2,yes,2025-01-03
119526,183101,test,68,4,16,0,no,2025-01-01
1064892,95480,prior,25,5,16,13,no,2025-01-14
3316542,17981,prior,18,0,14,2,no,2025-01-03
403672,6330,prior,50,2,06,1,yes,2025-01-02
887281,129727,prior,9,0,16,30,no,2025-01-31
2352516,168386,prior,23,3,16,2,no,2025-01-03
2480800,178187,prior,62,5,20,4,no,2025-01-05
1871834,105206,prior,5,4,20,14,no,2025-01-15
2616093,18688,prior,2,4,18,19,no,2025-01-20
1944884,28781,prior,2,3,12,12,no,2025-01-13
1847542,99352,prior,34,3,14,2,no,2025-01-03
1963753,182970,prior,7,5,15,21,no,2025-01-22
2335738,160502,prior,34,2,14,7,no,2025-01-08
1518257,36872,prior,26,0,16,20,no,2025-01-21
2731862,123372,prior,6,2,15,21,no,2025-01-22
637707,166185,prior,10,5,08,14,yes,2025-01-15
850594,170589,prior,20,0,19,6,no,2025-01-07
1619124,33371,prior,11,4,09,22,yes,2025-01-23
3152171,191355,prior,11,0,16,30,no,2025-01-31
2414790,149717,prior,17,2,19,12,no,2025-01-13
2357337,52985,prior,39,4,12,30,no,2025-01-31
1799978,71642,prior,25,5,18,2,no,2025-01-03
1600385,6578,prior,11,0,14,30,no,2025-01-31
1632813,27582,prior,21,6,22,10,no,2025-01-11
2027685,47666,prior,60,2,17,3,no,2025-01-04
291109,72601,prior,34,5,10,2,yes,2025-01-03
781619,153932,prior,34,4,12,6,no,2025-01-07
103057,144632,prior,5,5,20,12,no,2025-01-13
1602857,118289,prior,6,4,18,7,no,2025-01-08
3218481,197357,prior,3,3,07,9,yes,2025-01-10
437371,153670,prior,12,2,18,30,no,2025-01-31
758129,54509,prior,14,0,12,6,no,2025-01-07
1591001,186308,prior,19,2,16,18,no,2025-01-19
3106186,107693,prior,7,6,12,10,no,2025-01-11
908210,63557,prior,2,5,18,30,no,2025-01-31
2594032,10071,prior,32,1,20,4,no,2025-01-05
2803296,179192,train,90,0,10,3,yes,2025-01-04
1066136,53955,prior,5,0,10,8,yes,2025-01-09
2345396,152132,prior,15,0,10,14,yes,2025-01-15
2781349,85823,prior,62,2,11,1,no,2025-01-02
1395584,154509,prior,5,2,15,6,no,2025-01-07
1684302,30947,prior,41,1,18,8,no,2025-01-09
3027090,178030,prior,39,5,18,4,no,2025-01-05
3067794,1177,prior,13,6,19,13,no,2025-01-14
425105,97669,prior,41,5,18,27,no,2025-01-28
357655,73728,prior,25,1,10,12,yes,2025-01-13
2856599,92131,prior,26,0,09,5,yes,2025-01-06
1543422,54679,prior,3,1,14,14,no,2025-01-15
1450475,99785,prior,6,0,09,5,yes,2025-01-06
2867789,121354,prior,22,3,10,2,yes,2025-01-03
92095,71199,prior,17,6,11,10,no,2025-01-11
1221428,201410,prior,7,4,13,25,no,2025-01-26
2048024,120648,prior,29,0,21,6,no,2025-01-07
2673339,84175,prior,8,1,12,7,no,2025-01-08
1269735,133752,prior,3,4,22,10,no,2025-01-11
3096447,135494,prior,19,6,08,20,yes,2025-01-21
1170610,89121,prior,21,4,10,9,yes,2025-01-10
769851,28357,prior,8,5,13,0,no,2025-01-01
192018,143923,prior,3,1,18,15,no,2025-01-16
3128098,134690,prior,2,4,17,18,no,2025-01-19
886730,203747,prior,2,2,17,8,no,2025-01-09
2837334,194874,prior,33,6,17,10,no,2025-01-11
1058076,177234,prior,23,0,09,16,yes,2025-01-17
1096845,183432,prior,21,3,18,12,no,2025-01-13
1543814,85986,prior,2,0,21,9,no,2025-01-10
2433370,94988,prior,4,2,18,4,no,2025-01-05
43271,162908,prior,26,3,15,6,no,2025-01-07
2907720,167990,prior,14,0,12,9,no,2025-01-10
2016809,151797,prior,20,6,10,6,yes,2025-01-07
3037618,195869,prior,13,4,10,1,yes,2025-01-02
2239973,83654,prior,3,0,12,30,no,2025-01-31
2932518,147900,prior,31,6,09,5,yes,2025-01-06
1746113,6340,prior,36,2,13,1,no,2025-01-02
2206407,130153,prior,96,3,19,1,no,2025-01-02
2363285,77243,prior,15,0,16,12,no,2025-01-13
863416,24873,train,50,6,17,11,no,2025-01-12
1029977,188051,prior,49,3,13,5,no,2025-01-06
2575698,109719,prior,11,0,15,4,no,2025-01-05
2249285,145642,prior,16,1,14,5,no,2025-01-06
1124999,110355,train,28,6,16,14,no,2025-01-15
2817004,185519,prior,34,3,09,28,yes,2025-01-29
2293605,99120,prior,22,6,16,3,no,2025-01-04
1006671,153608,prior,30,3,23,4,no,2025-01-05
2433525,28942,prior,4,4,16,30,no,2025-01-31
610466,113172,prior,23,0,17,12,no,2025-01-13
2673049,124428,prior,50,3,18,4,no,2025-01-05
2327369,10382,prior,2,1,01,17,no,2025-01-18
1277107,80799,prior,4,3,13,16,no,2025-01-17
536505,186582,prior,37,1,16,5,no,2025-01-06
210316,3401,prior,3,0,10,26,yes,2025-01-27
1276292,62158,prior,46,2,11,1,no,2025-01-02
3149651,201806,prior,20,2,23,8,no,2025-01-09
443573,94714,prior,17,3,15,4,no,2025-01-05
1941329,196938,prior,7,4,15,6,no,2025-01-07
1750523,173635,prior,2,5,07,30,yes,2025-01-31
213060,102794,prior,13,0,21,30,no,2025-01-31
646671,106626,prior,5,1,15,17,no,2025-01-18
959480,122756,prior,4,3,10,8,yes,2025-01-09
121997,124088,prior,11,1,17,15,no,2025-01-16
1691205,197007,prior,44,2,13,4,no,2025-01-05
2562665,14916,prior,19,1,13,7,no,2025-01-08
1164222,11555,prior,10,4,14,2,no,2025-01-03
62775,165018,train,8,3,11,9,no,2025-01-10
989088,35229,prior,21,4,09,14,yes,2025-01-15
3317026,201971,prior,7,2,13,6,no,2025-01-07
944073,46264,prior,20,0,15,8,no,2025-01-09
1054412,136517,prior,7,3,12,2,no,2025-01-03
682640,2907,prior,3,3,10,19,yes,2025-01-20
1407825,449,prior,14,3,16,5,no,2025-01-06
1300562,84132,prior,34,0,15,16,no,2025-01-17
3081954,39936,prior,40,4,17,10,no,2025-01-11
2528116,99072,prior,5,4,20,6,no,2025-01-07
3055377,12921,prior,2,1,16,29,no,2025-01-30
1816120,9561,prior,4,1,09,20,yes,2025-01-21
1602640,120612,prior,3,4,12,7,no,2025-01-08
537097,199385,prior,9,6,08,22,yes,2025-01-23
2685110,15,prior,7,1,11,17,no,2025-01-18
3026578,140522,prior,7,5,21,6,no,2025-01-07
1585847,19238,prior,48,5,11,12,no,2025-01-13
1373799,205117,prior,8,4,16,14,no,2025-01-15
444121,103211,prior,5,0,21,4,no,2025-01-05
467657,39117,prior,50,5,13,5,no,2025-01-06
1789779,47600,prior,6,4,09,13,yes,2025-01-14
479177,138344,prior,8,1,14,13,no,2025-01-14
2962128,85936,prior,5,0,17,16,no,2025-01-17
2681140,6978,prior,47,3,12,2,no,2025-01-03
31705,114505,prior,24,0,19,9,no,2025-01-10
1636968,7950,train,4,4,08,30,yes,2025-01-31
3006746,41022,prior,14,5,13,6,no,2025-01-07
1206046,11872,prior,25,0,11,7,no,2025-01-08
3226165,85203,prior,23,3,15,0,no,2025-01-01
3018187,84229,prior,17,2,10,7,yes,2025-01-08
1735711,175139,prior,9,4,06,3,yes,2025-01-04
1098552,190677,prior,4,0,11,30,no,2025-01-31
2634828,78376,prior,24,6,16,9,no,2025-01-10
2487376,154680,prior,6,0,09,15,yes,2025-01-16
1077878,109034,prior,2,1,13,30,no,2025-01-31
3342581,98900,prior,54,0,01,9,no,2025-01-10
3274129,151659,prior,14,6,13,2,no,2025-01-03
646115,148296,prior,3,0,23,6,no,2025-01-07
411222,103602,prior,9,2,11,2,no,2025-01-03
2140086,152926,prior,7,3,15,20,no,2025-01-21
1403486,25471,prior,15,0,12,20,no,2025-01-21
2026124,158164,prior,20,1,19,9,no,2025-01-10
38226,157775,prior,8,2,11,26,no,2025-01-27
2132893,176990,prior,10,0,15,20,no,2025-01-21
326222,58382,prior,10,1,10,11,yes,2025-01-12
1607213,198134,prior,2,5,10,21,yes,2025-01-22
1309346,157620,prior,2,0,11,6,no,2025-01-07
626710,204285,prior,3,1,11,6,no,2025-01-07
1169802,139516,prior,28,6,08,5,yes,2025-01-06
3001324,202001,prior,28,3,16,4,no,2025-01-05
1983320,149514,prior,3,1,14,7,no,2025-01-08
2594700,95225,prior,10,4,13,24,no,2025-01-25
2743605,188513,prior,42,2,18,0,no,2025-01-01
2288959,186287,prior,15,3,12,13,no,2025-01-14
2779403,57677,prior,19,6,09,24,yes,2025-01-25
2262194,91097,prior,7,6,20,7,no,2025-01-08
409623,26578,prior,26,1,22,19,no,2025-01-20
3061518,5930,prior,4,6,09,17,yes,2025-01-18
2925130,94786,prior,77,3,12,1,no,2025-01-02
2490953,158399,prior,9,3,18,21,no,2025-01-22
247589,204730,prior,4,0,18,11,no,2025-01-12
290942,64089,prior,20,1,11,30,no,2025-01-31
2739780,38123,prior,18,2,10,8,yes,2025-01-09
838068,61721,prior,3,5,12,8,no,2025-01-09
2247061,76375,prior,4,6,13,30,no,2025-01-31
502663,47644,prior,11,0,08,2,yes,2025-01-03
2487564,39297,prior,5,5,15,21,no,2025-01-22
258817,127548,prior,6,1,15,26,no,2025-01-27
1045716,196770,prior,40,4,15,7,no,2025-01-08
1874639,47865,prior,4,0,13,7,no,2025-01-08
2091843,29002,prior,8,0,16,18,no,2025-01-19
2157758,156555,prior,10,2,09,3,yes,2025-01-04
1086726,93594,prior,6,0,17,5,no,2025-01-06
2043925,161390,prior,77,5,09,2,yes,2025-01-03
2677256,20516,prior,3,6,13,30,no,2025-01-31
2723768,202751,prior,10,4,16,3,no,2025-01-04
1839330,174388,prior,6,2,13,4,no,2025-01-05
795341,30912,prior,6,6,16,13,no,2025-01-14
1668543,22428,prior,27,2,15,6,no,2025-01-07
2399499,119239,prior,12,6,02,8,no,2025-01-09
758499,91369,prior,4,3,12,7,no,2025-01-08
873685,140380,prior,20,3,18,7,no,2025-01-08
174144,91741,prior,5,3,13,30,no,2025-01-31
812154,139594,prior,7,6,14,5,no,2025-01-06
137519,62202,prior,2,6,17,12,no,2025-01-13
2084732,55777,prior,30,4,20,6,no,2025-01-07
2045519,165868,prior,18,2,13,4,no,2025-01-05
2475093,134928,prior,2,0,21,6,no,2025-01-07
692226,73765,prior,47,4,10,1,yes,2025-01-02
2947091,71425,prior,12,1,16,1,no,2025-01-02
1031152,202311,prior,31,0,06,8,yes,2025-01-09
1212367,87657,prior,5,5,08,30,yes,2025-01-31
109125,93631,prior,20,6,12,6,no,2025-01-07
2785581,6052,prior,14,5,13,30,no,2025-01-31
941360,47919,prior,15,2,10,12,yes,2025-01-13
810622,77999,prior,6,6,10,30,yes,2025-01-31
2548675,74779,prior,26,1,10,11,yes,2025-01-12
856521,166968,prior,36,6,19,24,no,2025-01-25
540476,1555,train,5,6,10,25,yes,2025-01-26
3360947,76108,prior,14,4,22,15,no,2025-01-16
2205208,197379,prior,6,6,16,30,no,2025-01-31
2863422,27853,prior,3,0,18,6,no,2025-01-07
3107989,22430,prior,9,4,14,30,no,2025-01-31
2521317,53566,prior,30,1,15,5,no,2025-01-06
2705301,112623,prior,17,2,11,25,no,2025-01-26
2790039,165708,prior,43,5,15,4,no,2025-01-05
2111908,19517,prior,9,5,07,20,yes,2025-01-21
1216592,179852,prior,10,0,16,30,no,2025-01-31
1401581,38546,prior,11,5,14,14,no,2025-01-15
1152496,5756,prior,71,1,15,6,no,2025-01-07
1574452,83052,prior,26,5,11,3,no,2025-01-04
2758822,58567,prior,2,4,11,3,no,2025-01-04
2257205,47145,prior,12,1,17,2,no,2025-01-03
1709135,178175,prior,33,0,14,9,no,2025-01-10
2381121,158028,test,53,2,08,8,yes,2025-01-09
2696719,58434,prior,3,0,09,14,yes,2025-01-15
2316983,181082,prior,2,3,15,8,no,2025-01-09
1569821,110146,prior,8,2,18,16,no,2025-01-17
2752832,124127,prior,41,1,16,1,no,2025-01-02
3273836,137208,prior,17,0,14,17,no,2025-01-18
1860973,167171,prior,53,4,07,6,yes,2025-01-07
3285019,206124,prior,40,2,08,15,yes,2025-01-16
1577880,198559,prior,23,6,09,7,yes,2025-01-08
1810800,148315,prior,2,1,15,7,no,2025-01-08
3101622,87170,prior,81,3,13,7,no,2025-01-08
1489330,98986,prior,10,6,12,8,no,2025-01-09
1211801,187344,prior,4,0,17,30,no,2025-01-31
2144516,6441,prior,26,3,12,6,no,2025-01-07
2733148,111834,prior,11,3,12,30,no,2025-01-31
2325369,40253,prior,39,0,11,5,no,2025-01-06
1761360,30562,prior,10,3,21,0,no,2025-01-01
1284881,197768,prior,10,0,08,30,yes,2025-01-31
1572787,124850,prior,14,2,15,1,no,2025-01-02
246282,49521,prior,6,3,15,7,no,2025-01-08
113620,23046,prior,5,4,10,2,yes,2025-01-03
1300454,96989,prior,3,0,21,11,no,2025-01-12
353113,104788,prior,7,0,12,30,no,2025-01-31
545315,69173,prior,72,5,03,2,no,2025-01-03
3121602,63914,prior,49,5,20,6,no,2025-01-07
272744,171721,prior,9,4,11,14,no,2025-01-15
2118999,142964,prior,19,3,22,0,no,2025-01-01
2823886,35816,train,4,0,18,30,no,2025-01-31
260074,187579,prior,4,4,11,13,no,2025-01-14
2585475,200150,prior,31,3,16,0,no,2025-01-01
3019622,38171,prior,20,3,10,5,yes,2025-01-06
2700289,36937,prior,13,4,17,4,no,2025-01-05
606567,185642,prior,19,0,15,27,no,2025-01-28
565433,164510,prior,9,0,08,3,yes,2025-01-04
3004709,179392,train,4,1,18,9,no,2025-01-10
1115463,147609,prior,2,3,17,16,no,2025-01-17
3239340,9251,prior,12,5,14,7,no,2025-01-08
393061,26896,prior,18,2,14,16,no,2025-01-17
2679117,166442,prior,4,0,15,30,no,2025-01-31
2292642,164635,prior,21,6,16,30,no,2025-01-31
1585861,17946,prior,7,1,14,6,no,2025-01-07
2255878,162898,prior,27,2,13,4,no,2025-01-05
285555,13297,prior,4,3,09,30,yes,2025-01-31
772978,187467,prior,5,4,17,6,no,2025-01-07
2411268,147372,prior,23,4,20,5,no,2025-01-06
30833,74159,prior,4,6,11,7,no,2025-01-08
181244,2964,prior,57,5,20,0,no,2025-01-01
912146,36017,prior,19,3,12,2,no,2025-01-03
2237067,44967,prior,20,1,21,4,no,2025-01-05
804455,35013,prior,23,3,14,12,no,2025-01-13
3389008,52937,train,9,6,10,10,yes,2025-01-11
112158,5577,prior,6,5,13,4,no,2025-01-05
2358801,191416,prior,14,1,10,3,yes,2025-01-04
1979409,71389,prior,18,5,10,22,yes,2025-01-23
218782,86485,prior,3,6,07,5,yes,2025-01-06
261589,83449,prior,34,2,13,3,no,2025-01-04
3344336,17062,prior,4,3,16,4,no,2025-01-05
550819,73727,test,14,2,00,12,no,2025-01-13
986595,58176,prior,13,5,13,7,no,2025-01-08
3419291,99423,prior,10,2,08,7,yes,2025-01-08
2949256,113900,train,6,3,12,14,no,2025-01-15
1445883,31475,prior,3,0,11,5,no,2025-01-06
871803,187557,prior,25,2,10,1,yes,2025-01-02
402498,49464,prior,4,0,16,6,no,2025-01-07
1779283,185706,train,8,2,13,25,no,2025-01-26
1471619,8500,prior,67,1,14,4,no,2025-01-05
700339,19640,prior,10,0,16,10,no,2025-01-11
2366286,124272,test,7,4,00,30,no,2025-01-31
1905539,4520,train,12,1,08,5,yes,2025-01-06
564817,37568,prior,7,6,18,10,no,2025-01-11
311405,23244,prior,25,0,19,11,no,2025-01-12
2577829,74580,prior,22,5,03,9,no,2025-01-10
1792731,121511,prior,2,1,06,19,yes,2025-01-20
736609,28910,prior,2,1,12,9,no,2025-01-10
3366132,95581,prior,8,4,10,14,yes,2025-01-15
682289,148897,prior,13,1,10,2,yes,2025-01-03
1269186,145661,prior,11,2,10,6,yes,2025-01-07
756661,24736,prior,4,6,15,6,no,2025-01-07
